Date,Open,High,Low,Close,Adj Close,Volume,Company
2023-05-03,2910.60009765625,2962.800048828125,2899.0,2929.35009765625,2904.892333984375,43414.0,ASIANPAINT
2023-05-04,2957.949951171875,2986.89990234375,2923.0,2982.550048828125,2957.64794921875,27582.0,ASIANPAINT
2023-05-05,2965.0,3024.199951171875,2950.699951171875,3011.89990234375,2986.752685546875,26181.0,ASIANPAINT
2023-05-08,3015.0,3034.89990234375,2992.550048828125,3018.699951171875,2993.495849609375,21388.0,ASIANPAINT
2023-05-09,3005.050048828125,3074.0,3005.050048828125,3035.39990234375,3010.056640625,24016.0,ASIANPAINT
2023-05-10,3048.949951171875,3056.949951171875,3017.699951171875,3040.64990234375,3015.2626953125,33509.0,ASIANPAINT
2023-05-11,3057.949951171875,3155.0,3031.199951171875,3138.60009765625,3112.39501953125,80419.0,ASIANPAINT
2023-05-12,3139.0,3179.0,3088.0,3131.300048828125,3105.156005859375,48780.0,ASIANPAINT
2023-05-15,3120.050048828125,3167.60009765625,3120.050048828125,3131.5,3105.3544921875,64717.0,ASIANPAINT
2023-05-16,3149.89990234375,3165.0,3124.0,3138.10009765625,3111.8994140625,16088.0,ASIANPAINT
2023-05-17,3130.0,3143.699951171875,3075.0,3093.0,3067.175537109375,57608.0,ASIANPAINT
2023-05-19,3109.0,3128.35009765625,3068.14990234375,3083.949951171875,3058.201416015625,12760.0,ASIANPAINT
2023-05-22,3061.550048828125,3105.0,3046.39990234375,3085.300048828125,3059.5400390625,11952.0,ASIANPAINT
2023-05-23,3082.14990234375,3127.800048828125,3082.14990234375,3118.300048828125,3092.264404296875,36297.0,ASIANPAINT
2023-05-24,3120.0,3133.14990234375,3098.0,3102.0,3076.1005859375,11570.0,ASIANPAINT
2023-05-25,3100.0,3128.0,3086.0,3122.300048828125,3096.231201171875,28232.0,ASIANPAINT
2023-05-26,3117.050048828125,3136.14990234375,3112.0,3127.199951171875,3101.090087890625,20321.0,ASIANPAINT
2023-05-30,3139.10009765625,3154.699951171875,3128.89990234375,3143.5,3117.25390625,13903.0,ASIANPAINT
2023-05-31,3145.0,3218.35009765625,3139.39990234375,3198.199951171875,3171.497314453125,30104.0,ASIANPAINT
2023-06-01,3226.0,3249.0,3206.449951171875,3240.449951171875,3213.39453125,64796.0,ASIANPAINT
2023-06-02,3240.0,3250.0,3217.39990234375,3235.14990234375,3208.138916015625,13102.0,ASIANPAINT
2023-06-05,3235.199951171875,3237.0,3195.949951171875,3199.050048828125,3172.34033203125,12097.0,ASIANPAINT
2023-06-06,3199.10009765625,3238.300048828125,3195.85009765625,3212.199951171875,3185.38037109375,11378.0,ASIANPAINT
2023-06-07,3214.0,3228.449951171875,3208.050048828125,3223.85009765625,3196.933349609375,11732.0,ASIANPAINT
2023-06-08,3223.85009765625,3245.199951171875,3192.300048828125,3210.75,3183.942626953125,10981.0,ASIANPAINT
2023-06-09,3212.0,3238.0,3168.25,3180.39990234375,3174.8583984375,492991.0,ASIANPAINT
2023-06-12,3180.0,3202.5,3152.300048828125,3193.449951171875,3187.885498046875,13531.0,ASIANPAINT
2023-06-13,3202.0,3272.35009765625,3202.0,3262.199951171875,3256.515869140625,34514.0,ASIANPAINT
2023-06-14,3260.050048828125,3288.949951171875,3253.300048828125,3269.14990234375,3263.45361328125,16290.0,ASIANPAINT
2023-06-15,3272.300048828125,3303.199951171875,3272.300048828125,3294.0,3288.260498046875,21441.0,ASIANPAINT
2023-06-16,3237.85009765625,3323.199951171875,3237.85009765625,3315.199951171875,3309.423583984375,18845.0,ASIANPAINT
2023-06-19,3310.0,3344.699951171875,3304.5,3309.85009765625,3304.0830078125,15784.0,ASIANPAINT
2023-06-20,3309.89990234375,3326.449951171875,3276.300048828125,3318.39990234375,3312.617919921875,32790.0,ASIANPAINT
2023-06-21,3306.050048828125,3331.39990234375,3300.0,3314.550048828125,3308.774658203125,11730.0,ASIANPAINT
2023-06-22,3330.0,3330.0,3241.699951171875,3247.949951171875,3242.290771484375,49204.0,ASIANPAINT
2023-06-23,3250.14990234375,3303.0,3250.14990234375,3297.699951171875,3291.953857421875,89421.0,ASIANPAINT
2023-06-26,3290.75,3314.949951171875,3272.0,3308.35009765625,3302.58544921875,31190.0,ASIANPAINT
2023-06-27,3280.050048828125,3343.050048828125,3278.199951171875,3325.300048828125,3319.505859375,31713.0,ASIANPAINT
2023-06-28,3330.0,3355.0,3324.14990234375,3347.14990234375,3341.31787109375,16850.0,ASIANPAINT
2023-06-30,3347.199951171875,3449.75,3345.0,3361.699951171875,3355.842529296875,65713.0,ASIANPAINT
2023-07-07,3375.0,3412.25,3337.550048828125,3344.050048828125,3338.223388671875,37593.0,ASIANPAINT
2023-07-10,3344.050048828125,3370.0,3292.85009765625,3342.35009765625,3336.5263671875,42057.0,ASIANPAINT
2023-07-14,3398.60009765625,3435.0,3386.550048828125,3429.550048828125,3423.57421875,47443.0,ASIANPAINT
2023-07-17,3422.10009765625,3472.89990234375,3422.10009765625,3460.64990234375,3454.619873046875,20949.0,ASIANPAINT
2023-07-19,3513.5,3529.0,3481.449951171875,3516.800048828125,3510.67236328125,17683.0,ASIANPAINT
2023-07-20,3501.050048828125,3534.300048828125,3494.89990234375,3523.699951171875,3517.56005859375,33312.0,ASIANPAINT
2023-07-21,3523.75,3537.60009765625,3505.5,3516.85009765625,3510.72216796875,23509.0,ASIANPAINT
2023-07-24,3500.050048828125,3566.89990234375,3500.0,3542.10009765625,3535.92822265625,19080.0,ASIANPAINT
2023-07-26,3400.10009765625,3414.449951171875,3365.0,3371.85009765625,3365.974853515625,24940.0,ASIANPAINT
2023-07-28,3370.949951171875,3396.60009765625,3364.800048828125,3390.10009765625,3384.193115234375,29592.0,ASIANPAINT
2023-08-03,3365.050048828125,3371.10009765625,3317.699951171875,3335.550048828125,3329.738037109375,75600.0,ASIANPAINT
2023-08-04,3335.0,3372.800048828125,3305.0,3339.89990234375,3334.080322265625,43399.0,ASIANPAINT
2023-08-07,3321.300048828125,3349.64990234375,3320.14990234375,3341.699951171875,3335.877197265625,24278.0,ASIANPAINT
2023-08-08,3342.0,3359.0,3333.0,3346.25,3340.41943359375,9675.0,ASIANPAINT
2023-08-09,3330.0,3356.60009765625,3302.449951171875,3330.39990234375,3324.596923828125,11655.0,ASIANPAINT
2023-08-10,3315.0,3318.60009765625,3228.0,3234.25,3228.614501953125,54293.0,ASIANPAINT
2023-08-11,3230.050048828125,3248.949951171875,3178.75,3185.199951171875,3179.64990234375,36149.0,ASIANPAINT
2023-08-14,3185.199951171875,3209.949951171875,3152.0,3199.800048828125,3194.224609375,22600.0,ASIANPAINT
2023-08-16,3195.0,3207.85009765625,3177.0,3193.800048828125,3188.235107421875,16262.0,ASIANPAINT
2023-08-17,3220.0,3223.0,3162.5,3182.85009765625,3177.30419921875,17074.0,ASIANPAINT
2023-08-18,3178.0,3185.5,3157.0,3161.449951171875,3155.94140625,16011.0,ASIANPAINT
2023-08-21,3161.5,3187.0,3154.0,3182.050048828125,3176.505615234375,8897.0,ASIANPAINT
2023-08-22,3194.64990234375,3194.85009765625,3171.5,3180.14990234375,3174.608642578125,9624.0,ASIANPAINT
2023-08-23,3180.5,3196.300048828125,3165.050048828125,3168.699951171875,3163.1787109375,23697.0,ASIANPAINT
2023-08-24,3180.14990234375,3234.0,3172.0,3226.25,3220.62841796875,100993.0,ASIANPAINT
2023-08-25,3244.949951171875,3264.25,3216.35009765625,3259.949951171875,3254.269775390625,61878.0,ASIANPAINT
2023-08-28,3260.050048828125,3271.0,3231.050048828125,3260.449951171875,3254.768798828125,61270.0,ASIANPAINT
2023-08-29,3250.050048828125,3288.0,3250.050048828125,3285.050048828125,3279.326171875,62051.0,ASIANPAINT
2023-08-30,3304.75,3304.75,3276.050048828125,3294.300048828125,3288.56005859375,37700.0,ASIANPAINT
2023-08-31,3308.949951171875,3308.949951171875,3227.60009765625,3250.64990234375,3244.98583984375,16688.0,ASIANPAINT
2023-09-01,3240.0,3263.800048828125,3217.35009765625,3259.949951171875,3254.269775390625,11675.0,ASIANPAINT
2023-09-04,3259.550048828125,3265.0,3216.300048828125,3235.199951171875,3229.562744140625,46439.0,ASIANPAINT
2023-09-05,3235.60009765625,3249.5,3217.5,3223.699951171875,3218.0830078125,31144.0,ASIANPAINT
2023-09-06,3212.0,3230.0,3192.75,3223.85009765625,3218.23291015625,38630.0,ASIANPAINT
2023-09-07,3213.89990234375,3252.0,3203.0,3244.75,3239.09619140625,27975.0,ASIANPAINT
2023-09-08,3246.050048828125,3262.39990234375,3233.050048828125,3236.64990234375,3231.01025390625,8972.0,ASIANPAINT
2023-09-11,3233.050048828125,3265.0,3233.050048828125,3259.14990234375,3253.47119140625,11553.0,ASIANPAINT
2023-09-12,3257.449951171875,3280.0,3242.949951171875,3257.050048828125,3251.375,17539.0,ASIANPAINT
2023-09-13,3247.60009765625,3283.800048828125,3225.5,3276.550048828125,3270.8408203125,35376.0,ASIANPAINT
2023-09-14,3287.949951171875,3291.14990234375,3223.89990234375,3239.39990234375,3233.755615234375,23962.0,ASIANPAINT
2023-09-15,3240.0,3240.0,3185.0,3196.60009765625,3191.0302734375,46906.0,ASIANPAINT
2023-09-18,3196.60009765625,3229.050048828125,3190.0,3205.449951171875,3199.86474609375,19342.0,ASIANPAINT
2023-09-20,3205.0,3227.699951171875,3195.050048828125,3215.550048828125,3209.947265625,123256.0,ASIANPAINT
2023-09-21,3206.64990234375,3259.800048828125,3182.0,3242.35009765625,3236.700439453125,92754.0,ASIANPAINT
2023-09-22,3220.050048828125,3283.949951171875,3220.050048828125,3276.050048828125,3270.341796875,49717.0,ASIANPAINT
2023-09-25,3277.050048828125,3333.5,3270.25,3323.300048828125,3317.509521484375,129100.0,ASIANPAINT
2023-09-26,3323.39990234375,3323.39990234375,3260.10009765625,3293.85009765625,3288.11083984375,71542.0,ASIANPAINT
2023-09-27,3262.89990234375,3307.0,3262.89990234375,3300.699951171875,3294.94873046875,38348.0,ASIANPAINT
2023-09-28,3298.949951171875,3298.949951171875,3155.60009765625,3169.60009765625,3164.077392578125,74094.0,ASIANPAINT
2023-09-29,3209.949951171875,3209.949951171875,3134.39990234375,3161.35009765625,3155.841796875,48848.0,ASIANPAINT
2023-10-03,3169.949951171875,3226.0,3161.39990234375,3166.60009765625,3161.08251953125,62130.0,ASIANPAINT
2023-10-04,3169.949951171875,3188.60009765625,3153.14990234375,3169.550048828125,3164.02734375,15285.0,ASIANPAINT
2023-10-05,3208.0,3232.85009765625,3175.0,3205.39990234375,3199.814697265625,21340.0,ASIANPAINT
2023-10-06,3222.449951171875,3222.449951171875,3186.800048828125,3193.64990234375,3188.085205078125,69030.0,ASIANPAINT
2023-10-09,3147.25,3163.0,3134.199951171875,3153.25,3147.755615234375,17661.0,ASIANPAINT
2023-10-10,3149.0,3163.550048828125,3140.89990234375,3151.64990234375,3146.158447265625,26955.0,ASIANPAINT
2023-10-11,3169.949951171875,3185.0,3155.0,3163.550048828125,3158.037841796875,158613.0,ASIANPAINT
2023-10-12,3195.5,3195.5,3150.449951171875,3159.35009765625,3153.84521484375,10802.0,ASIANPAINT
2023-10-13,3150.0,3171.64990234375,3128.10009765625,3148.75,3143.263427734375,154020.0,ASIANPAINT
2023-10-16,3134.949951171875,3134.949951171875,3097.89990234375,3112.60009765625,3107.176513671875,23145.0,ASIANPAINT
2023-10-17,3130.050048828125,3135.050048828125,3092.699951171875,3112.14990234375,3106.727294921875,37623.0,ASIANPAINT
2023-10-18,3110.0,3116.0,3091.0,3096.050048828125,3090.655517578125,40120.0,ASIANPAINT
2023-10-19,3093.050048828125,3111.64990234375,3076.550048828125,3100.35009765625,3094.947998046875,72386.0,ASIANPAINT
2023-10-20,3094.60009765625,3116.10009765625,3066.050048828125,3105.35009765625,3099.939208984375,258021.0,ASIANPAINT
2023-10-23,3104.949951171875,3108.050048828125,3063.0,3071.39990234375,3066.04833984375,21046.0,ASIANPAINT
2023-10-25,3090.300048828125,3107.0,3052.75,3061.10009765625,3055.766357421875,14860.0,ASIANPAINT
2023-10-26,3059.949951171875,3060.0,2941.25,2958.39990234375,2953.2451171875,140705.0,ASIANPAINT
2023-10-27,2950.0,2975.0,2932.0,2954.300048828125,2949.15234375,62175.0,ASIANPAINT
2023-10-30,2979.550048828125,2991.10009765625,2940.0,2967.449951171875,2962.279296875,19197.0,ASIANPAINT
2023-10-31,2987.949951171875,3013.0,2965.10009765625,2996.35009765625,2991.129150390625,38716.0,ASIANPAINT
2023-11-01,2999.0,3004.949951171875,2930.050048828125,2935.35009765625,2930.235595703125,49814.0,ASIANPAINT
2023-11-02,2964.10009765625,2964.10009765625,2934.35009765625,2955.699951171875,2950.5498046875,32166.0,ASIANPAINT
2023-11-03,2960.0,2983.10009765625,2943.0,2977.85009765625,2977.85009765625,115495.0,ASIANPAINT
2023-11-06,3013.949951171875,3033.0,2985.39990234375,3027.89990234375,3027.89990234375,64616.0,ASIANPAINT
2023-11-07,3039.949951171875,3040.0,3003.0,3033.5,3033.5,10566.0,ASIANPAINT
2023-11-08,3050.050048828125,3098.800048828125,3045.0,3092.89990234375,3092.89990234375,49436.0,ASIANPAINT
2023-11-09,3106.0,3110.199951171875,3073.0,3080.14990234375,3080.14990234375,18694.0,ASIANPAINT
2023-11-10,3079.949951171875,3087.550048828125,3041.050048828125,3075.89990234375,3075.89990234375,16388.0,ASIANPAINT
2023-11-13,3099.5,3099.5,3066.0,3088.949951171875,3088.949951171875,52631.0,ASIANPAINT
2023-11-15,3081.050048828125,3118.0,3078.199951171875,3115.10009765625,3115.10009765625,41758.0,ASIANPAINT
2023-11-16,3116.39990234375,3140.300048828125,3098.35009765625,3130.0,3130.0,30086.0,ASIANPAINT
2023-11-17,3145.050048828125,3228.0,3145.050048828125,3167.5,3167.5,44291.0,ASIANPAINT
2023-11-20,3168.0,3170.0,3133.050048828125,3139.60009765625,3139.60009765625,10809.0,ASIANPAINT
2023-11-21,3141.050048828125,3147.949951171875,3127.949951171875,3132.300048828125,3132.300048828125,12770.0,ASIANPAINT
2023-11-22,3135.0,3156.0,3121.449951171875,3132.60009765625,3132.60009765625,13400.0,ASIANPAINT
2023-11-23,3150.0,3170.85009765625,3116.5,3121.89990234375,3121.89990234375,14039.0,ASIANPAINT
2023-11-24,3130.0,3139.39990234375,3111.85009765625,3136.14990234375,3136.14990234375,14299.0,ASIANPAINT
2023-11-28,3140.449951171875,3159.60009765625,3134.60009765625,3147.64990234375,3147.64990234375,30482.0,ASIANPAINT
2023-11-29,3140.050048828125,3170.0,3140.050048828125,3149.85009765625,3149.85009765625,8775.0,ASIANPAINT
2023-11-30,3145.050048828125,3149.85009765625,3112.5,3120.0,3120.0,59140.0,ASIANPAINT
2023-12-01,3141.0,3190.0,3139.14990234375,3172.699951171875,3172.699951171875,97087.0,ASIANPAINT
2023-12-04,3190.0,3204.5,3166.449951171875,3194.35009765625,3194.35009765625,38723.0,ASIANPAINT
2023-12-05,3194.550048828125,3248.050048828125,3178.64990234375,3226.199951171875,3226.199951171875,27162.0,ASIANPAINT
2023-12-06,3255.050048828125,3289.0,3234.0,3252.0,3252.0,29265.0,ASIANPAINT
2023-12-07,3297.949951171875,3300.5,3246.60009765625,3251.25,3251.25,29571.0,ASIANPAINT
2023-12-08,3275.800048828125,3275.800048828125,3227.10009765625,3233.14990234375,3233.14990234375,27067.0,ASIANPAINT
2023-12-11,3233.0,3245.0,3185.199951171875,3233.14990234375,3233.14990234375,56321.0,ASIANPAINT
2023-12-12,3226.64990234375,3257.699951171875,3208.39990234375,3223.550048828125,3223.550048828125,77156.0,ASIANPAINT
2023-12-13,3236.64990234375,3246.0,3190.0,3244.35009765625,3244.35009765625,18349.0,ASIANPAINT
2023-12-14,3251.64990234375,3254.949951171875,3217.300048828125,3242.75,3242.75,63982.0,ASIANPAINT
2023-12-15,3243.050048828125,3326.0,3242.75,3312.0,3312.0,119807.0,ASIANPAINT
2023-12-18,3314.0,3335.0,3296.39990234375,3332.0,3332.0,44190.0,ASIANPAINT
2023-12-19,3335.0,3353.14990234375,3300.550048828125,3335.550048828125,3335.550048828125,25567.0,ASIANPAINT
2023-12-20,3325.35009765625,3359.64990234375,3282.050048828125,3306.550048828125,3306.550048828125,87199.0,ASIANPAINT
2023-12-21,3260.800048828125,3319.550048828125,3260.800048828125,3302.60009765625,3302.60009765625,53786.0,ASIANPAINT
2023-12-22,3306.550048828125,3351.0,3287.800048828125,3341.550048828125,3341.550048828125,54627.0,ASIANPAINT
2023-12-26,3346.5,3391.0,3344.050048828125,3382.949951171875,3382.949951171875,83237.0,ASIANPAINT
2023-12-27,3384.449951171875,3412.39990234375,3354.550048828125,3403.0,3403.0,20771.0,ASIANPAINT
2023-12-28,3403.0,3418.0,3373.300048828125,3395.14990234375,3395.14990234375,20999.0,ASIANPAINT
2023-12-29,3400.14990234375,3422.0,3383.800048828125,3402.10009765625,3402.10009765625,52168.0,ASIANPAINT
2024-01-01,3386.300048828125,3408.39990234375,3386.300048828125,3394.550048828125,3394.550048828125,13464.0,ASIANPAINT
2024-01-02,3395.0,3398.300048828125,3345.0,3390.550048828125,3390.550048828125,11758.0,ASIANPAINT
2024-01-03,3388.0,3400.85009765625,3368.5,3371.60009765625,3371.60009765625,10625.0,ASIANPAINT
2024-01-04,3373.60009765625,3400.35009765625,3365.0,3379.35009765625,3379.35009765625,16377.0,ASIANPAINT
2024-01-05,3380.300048828125,3380.300048828125,3342.39990234375,3355.5,3355.5,18853.0,ASIANPAINT
2024-01-08,3358.39990234375,3376.300048828125,3292.800048828125,3296.449951171875,3296.449951171875,14863.0,ASIANPAINT
2024-01-09,3306.550048828125,3312.5,3262.35009765625,3266.85009765625,3266.85009765625,37804.0,ASIANPAINT
2024-01-10,3299.949951171875,3299.949951171875,3259.300048828125,3286.550048828125,3286.550048828125,82277.0,ASIANPAINT
2024-01-11,3286.550048828125,3308.0,3271.14990234375,3287.85009765625,3287.85009765625,33929.0,ASIANPAINT
2024-01-12,3273.050048828125,3291.550048828125,3244.25,3278.0,3278.0,30768.0,ASIANPAINT
2024-01-15,3278.85009765625,3289.949951171875,3257.60009765625,3274.050048828125,3274.050048828125,61188.0,ASIANPAINT
2024-01-16,3270.14990234375,3319.0,3270.14990234375,3297.5,3297.5,63141.0,ASIANPAINT
2024-01-17,3295.0,3302.0,3194.0,3242.300048828125,3242.300048828125,73277.0,ASIANPAINT
2024-01-19,3170.5,3200.300048828125,3150.0,3165.60009765625,3165.60009765625,38111.0,ASIANPAINT
2024-01-23,3099.89990234375,3106.60009765625,3022.60009765625,3058.0,3058.0,106161.0,ASIANPAINT
2024-01-24,3058.0,3058.0,2975.85009765625,2999.550048828125,2999.550048828125,604826.0,ASIANPAINT
2024-01-25,3019.949951171875,3019.949951171875,2943.5,2949.550048828125,2949.550048828125,112686.0,ASIANPAINT
2024-01-29,2948.699951171875,2987.64990234375,2945.0,2976.449951171875,2976.449951171875,335182.0,ASIANPAINT
2024-01-30,2995.800048828125,3005.0,2951.14990234375,2954.85009765625,2954.85009765625,58270.0,ASIANPAINT
2024-01-31,2969.949951171875,2970.050048828125,2948.35009765625,2958.0,2958.0,69422.0,ASIANPAINT
2024-02-01,2960.0,2971.800048828125,2921.5,2928.60009765625,2928.60009765625,80890.0,ASIANPAINT
2024-02-02,2952.89990234375,2961.75,2925.0,2935.10009765625,2935.10009765625,57690.0,ASIANPAINT
2024-02-05,2964.39990234375,2964.39990234375,2913.0,2917.14990234375,2917.14990234375,27159.0,ASIANPAINT
2024-02-06,2949.85009765625,2949.85009765625,2904.14990234375,2934.60009765625,2934.60009765625,49097.0,ASIANPAINT
2024-02-07,2952.050048828125,3000.0,2936.699951171875,2981.60009765625,2981.60009765625,100757.0,ASIANPAINT
2024-02-08,3009.89990234375,3009.89990234375,2920.39990234375,2929.949951171875,2929.949951171875,136616.0,ASIANPAINT
2024-02-09,2933.14990234375,2958.64990234375,2910.0,2952.14990234375,2952.14990234375,71304.0,ASIANPAINT
2024-02-12,2971.85009765625,2971.85009765625,2920.0,2956.60009765625,2956.60009765625,95100.0,ASIANPAINT
2024-02-13,2960.050048828125,2980.85009765625,2945.60009765625,2970.949951171875,2970.949951171875,52852.0,ASIANPAINT
2024-02-14,2969.0,2981.89990234375,2935.60009765625,2976.35009765625,2976.35009765625,9898.0,ASIANPAINT
2024-02-15,2982.0,3024.0,2968.5,3015.699951171875,3015.699951171875,41694.0,ASIANPAINT
2024-02-16,3038.75,3038.75,3000.0,3007.699951171875,3007.699951171875,53520.0,ASIANPAINT
2024-02-19,3014.85009765625,3015.0,2988.050048828125,2997.75,2997.75,13788.0,ASIANPAINT
2024-02-20,3000.0,3017.949951171875,2975.0,3012.35009765625,3012.35009765625,72731.0,ASIANPAINT
2024-02-21,3016.550048828125,3025.0,2985.0,2999.949951171875,2999.949951171875,119040.0,ASIANPAINT
2024-02-22,2980.75,3026.89990234375,2934.699951171875,3018.550048828125,3018.550048828125,90581.0,ASIANPAINT
2024-02-23,3000.0,3004.949951171875,2964.75,2984.800048828125,2984.800048828125,80877.0,ASIANPAINT
2024-02-26,2955.0,2955.0,2850.0,2868.39990234375,2868.39990234375,116079.0,ASIANPAINT
2024-02-27,2867.85009765625,2870.0,2851.0,2861.699951171875,2861.699951171875,114318.0,ASIANPAINT
2024-02-28,2860.0,2860.0,2788.0,2793.75,2793.75,174005.0,ASIANPAINT
2024-02-29,2791.949951171875,2838.60009765625,2777.0,2825.39990234375,2825.39990234375,97518.0,ASIANPAINT
2024-03-01,2826.14990234375,2846.14990234375,2815.75,2832.10009765625,2832.10009765625,133861.0,ASIANPAINT
2024-03-04,2864.75,2864.75,2828.0,2831.75,2831.75,45537.0,ASIANPAINT
2024-03-05,2831.75,2831.75,2805.550048828125,2820.10009765625,2820.10009765625,99013.0,ASIANPAINT
2024-03-06,2810.85009765625,2840.0,2777.800048828125,2827.60009765625,2827.60009765625,41881.0,ASIANPAINT
2024-03-07,2827.60009765625,2894.0,2826.449951171875,2870.10009765625,2870.10009765625,115635.0,ASIANPAINT
2024-03-11,2899.75,2899.75,2854.75,2877.14990234375,2877.14990234375,29447.0,ASIANPAINT
2024-03-12,2878.0,2898.949951171875,2866.050048828125,2875.550048828125,2875.550048828125,70169.0,ASIANPAINT
2024-03-13,2897.75,2897.75,2837.89990234375,2857.699951171875,2857.699951171875,59693.0,ASIANPAINT
2023-04-03,863.0499877929688,866.5,856.5499877929688,864.4500122070312,864.4500122070312,97963.0,AXISBANK
2023-04-05,868.2999877929688,870.0,857.2000122070312,860.75,860.75,83730.0,AXISBANK
2023-04-06,861.6500244140625,863.2999877929688,849.25,851.7999877929688,851.7999877929688,195136.0,AXISBANK
2023-04-10,858.9500122070312,858.9500122070312,844.0499877929688,847.0499877929688,847.0499877929688,63151.0,AXISBANK
2023-04-11,847.0,855.3499755859375,844.25,853.25,853.25,171143.0,AXISBANK
2023-04-12,855.9500122070312,856.4500122070312,847.0,850.8499755859375,850.8499755859375,93843.0,AXISBANK
2023-04-13,860.8499755859375,867.5499877929688,845.1500244140625,864.5999755859375,864.5999755859375,137660.0,AXISBANK
2023-04-17,880.0,880.0999755859375,850.0,864.4000244140625,864.4000244140625,247299.0,AXISBANK
2023-04-18,861.25,871.6500244140625,857.2999877929688,864.0999755859375,864.0999755859375,182479.0,AXISBANK
2023-04-19,866.8499755859375,874.4000244140625,862.5499877929688,873.1500244140625,873.1500244140625,168600.0,AXISBANK
2023-04-20,872.5499877929688,875.0999755859375,864.4000244140625,868.7999877929688,868.7999877929688,101142.0,AXISBANK
2023-04-21,868.5499877929688,873.7999877929688,857.7000122070312,863.75,863.75,212081.0,AXISBANK
2023-04-24,866.0499877929688,884.5999755859375,860.6500244140625,882.4500122070312,882.4500122070312,219941.0,AXISBANK
2023-04-25,887.3499755859375,895.5499877929688,874.4500122070312,878.3499755859375,878.3499755859375,253979.0,AXISBANK
2023-04-26,878.0,889.5,875.0,887.7999877929688,887.7999877929688,273423.0,AXISBANK
2023-04-27,886.5999755859375,889.7999877929688,877.5999755859375,881.0499877929688,881.0499877929688,168190.0,AXISBANK
2023-04-28,882.0999755859375,889.1500244140625,853.75,860.0,860.0,340503.0,AXISBANK
2023-05-02,868.0,876.0,864.3499755859375,870.5499877929688,870.5499877929688,349502.0,AXISBANK
2023-05-03,862.3499755859375,866.5,854.0999755859375,859.9000244140625,859.9000244140625,181497.0,AXISBANK
2023-05-04,861.4500122070312,867.0,857.0499877929688,865.75,865.75,330020.0,AXISBANK
2023-05-05,863.5499877929688,885.0,863.0,864.9500122070312,864.9500122070312,208016.0,AXISBANK
2023-05-08,867.9500122070312,881.0,865.25,878.75,878.75,198836.0,AXISBANK
2023-05-09,883.0,889.9500122070312,880.0,888.2999877929688,888.2999877929688,197246.0,AXISBANK
2023-05-10,891.0,892.25,877.3499755859375,890.0499877929688,890.0499877929688,211261.0,AXISBANK
2023-05-11,891.0,899.8499755859375,889.0499877929688,895.6500244140625,895.6500244140625,172712.0,AXISBANK
2023-05-12,896.0499877929688,913.4500122070312,894.2000122070312,910.7999877929688,910.7999877929688,137280.0,AXISBANK
2023-05-15,913.7999877929688,919.4500122070312,909.0999755859375,915.2999877929688,915.2999877929688,207207.0,AXISBANK
2023-05-16,917.0,922.2000122070312,911.9500122070312,917.75,917.75,64078.0,AXISBANK
2023-05-17,915.0499877929688,918.5499877929688,911.4500122070312,915.0,915.0,150441.0,AXISBANK
2023-05-19,919.5999755859375,927.0,909.4500122070312,924.5,924.5,59285.0,AXISBANK
2023-05-22,917.5999755859375,928.1500244140625,915.0,917.5,917.5,95385.0,AXISBANK
2023-05-23,916.5,922.4000244140625,912.4000244140625,915.0999755859375,915.0999755859375,57922.0,AXISBANK
